id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
1239	spelta (2023)	"<table><tr><td>Authors:</td><td>spelta, alessandro; pecora, nicolo; pagnottoni, paolo</td></tr><tr><td>Title:</td><td>assessing harmfulness and vulnerability in global bipartite networks of terrorist-target relationships</td></tr><tr><td>Source:</td><td>social networks, 72, 22-34</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.08.003	-0.6129	0.5735	8	6	4	1.0837	2023	4	1.0837
1240	burt (2022)	"<table><tr><td>Authors:</td><td>burt, ronald s.; reagans, ray e.</td></tr><tr><td>Title:</td><td>team talk: learning, jargon, and structure versus the pulse of the network</td></tr><tr><td>Source:</td><td>social networks, 70, 375-392</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.05.002	-0.2858	-0.4946	9	5	4	0.6048	2022	4	0.6048
1241	krivitsky (2022)	"<table><tr><td>Authors:</td><td>krivitsky, pavel n. n.; morris, martina; bojanowski, michal</td></tr><tr><td>Title:</td><td>impact of survey design on estimation of exponential-family random graph models from egocentrically-sampled data</td></tr><tr><td>Source:</td><td>social networks, 69, 22-34</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.10.001	0.6717	-0.3946	5	17	4	0.6048	2022	4	0.6048
1242	simpson (2022)	"<table><tr><td>Authors:</td><td>simpson, cohen r.</td></tr><tr><td>Title:</td><td>on the structural equivalence of coresidents and the measurement of village social structure</td></tr><tr><td>Source:</td><td>social networks, 69, 55-73</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.02.010	0.301	0.1096	26	14	4	0.6048	2022	4	0.6048
1243	tischer (2022)	"<table><tr><td>Authors:</td><td>tischer, daniel</td></tr><tr><td>Title:</td><td>collecting network data from documents to reach non-participatory populations</td></tr><tr><td>Source:</td><td>social networks, 69, 113-122</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.09.004	-0.5617	0.5242	8	5	4	0.6048	2022	4	0.6048
1244	whichard (2022)	"<table><tr><td>Authors:</td><td>whichard, corey; schaefer, david r.; kreager, derek a.</td></tr><tr><td>Title:</td><td>charting the hidden city: collecting prison social network data</td></tr><tr><td>Source:</td><td>social networks, 69, 170-179</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.09.005	0.4748	0.0999	14	3	4	0.6048	2022	4	0.6048
1245	skulj (2022)	"<table><tr><td>Authors:</td><td>skulj, damjan; ziberna, ales</td></tr><tr><td>Title:</td><td>stochastic blockmodeling of linked networks</td></tr><tr><td>Source:</td><td>social networks, 70, 240-252</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.02.001	-0.8098	-0.0639	15	5	4	0.6048	2022	4	0.6048
1246	gaisbauer (2022)	"<table><tr><td>Authors:</td><td>gaisbauer, felix; strandburg-peshkin, ariana; giese, helge</td></tr><tr><td>Title:</td><td>local majority-with-inertia rule can explain global consensus dynamics in a network coordination game</td></tr><tr><td>Source:</td><td>social networks, 70, 218-227</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2022.01.013	-0.2129	-0.2704	9	3	4	0.6048	2022	4	0.6048
1247	graham (2022)	"<table><tr><td>Authors:</td><td>graham, alexander, v; mclevey, john; browne, pierson; crick, tyler</td></tr><tr><td>Title:</td><td>structural diversity is a poor proxy for information diversity: evidence from 25 scientific fields</td></tr><tr><td>Source:</td><td>social networks, 70, 55-63</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.11.006	-0.0324	-0.0754	26	2	4	0.6048	2022	4	0.6048
1248	edgerton (2022)	"<table><tr><td>Authors:</td><td>edgerton, jared</td></tr><tr><td>Title:</td><td>suicide bomber mobilization and kin and peer ties</td></tr><tr><td>Source:</td><td>social networks, 70, 36-54</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.10.005	0.1121	-0.3278	11	4	4	0.6048	2022	4	0.6048
1249	mukerjee (2022)	"<table><tr><td>Authors:</td><td>mukerjee, subhayan; yang, tian; stadler, georg; gonzalez-bailon, sandra</td></tr><tr><td>Title:</td><td>what counts as a weak tie? a comparison of filtering techniques to analyze co-exposure networks</td></tr><tr><td>Source:</td><td>social networks, 68, 386-393</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.10.002	-0.9887	-0.1611	7	3	4	0.6048	2022	4	0.6048
1250	mattar (2022)	"<table><tr><td>Authors:</td><td>mattar, luciano; segundo higgins, silvio salej; barbosa neves, jorge alexandre</td></tr><tr><td>Title:</td><td>diversity and autonomy in the structuration of a multilevel organizational social network in a technology park</td></tr><tr><td>Source:</td><td>social networks, 68, 346-355</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.08.009	-0.3138	0.399	15	4	4	0.6048	2022	4	0.6048
1251	block (2022)	"<table><tr><td>Authors:</td><td>block, per; stadtfeld, christoph; robins, garry</td></tr><tr><td>Title:</td><td>a statistical model for the analysis of mobility tables as weighted networks with an application to faculty hiring networks</td></tr><tr><td>Source:</td><td>social networks, 68, 264-278</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.08.003	0.2899	0.5335	22	10	4	0.6048	2022	4	0.6048
1252	krajewski (2022)	"<table><tr><td>Authors:</td><td>krajewski, andrew t.; dellaposta, daniel; felmlee, diane</td></tr><tr><td>Title:</td><td>vertical organizations, flat networks: centrality and criminal collaboration in the italian-american mafia</td></tr><tr><td>Source:</td><td>social networks, 68, 127-138</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.06.001	-0.4846	0.4873	8	10	4	0.6048	2022	4	0.6048
1253	fujimoto (2022)	"<table><tr><td>Authors:</td><td>fujimoto, kayo; paraskevis, dimitrios; kuo, jacky c.; hallmark, camden j.; zhao, jing; hochi, andre; kuhns, lisa m.; hwang, lu-yu; hatzakis, angelos; schneider, john a.</td></tr><tr><td>Title:</td><td>integrated molecular and affiliation network analysis: core-periphery social clustering is associated with hiv transmission patterns</td></tr><tr><td>Source:</td><td>social networks, 68, 107-117</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.05.003	-0.4864	-0.262	9	6	4	0.6048	2022	4	0.6048
1254	favre (2022)	"<table><tr><td>Authors:</td><td>favre, guillaume; figeac, julien; grossetti, michel; tudoux, benoit</td></tr><tr><td>Title:</td><td>social distance in france: evolution of homogeneity within personal networks from 2001 to 2017</td></tr><tr><td>Source:</td><td>social networks, 68, 70-83</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.05.001	1.0097	0.0734	2	12	4	0.6048	2022	4	0.6048
1255	hampton (2022)	"<table><tr><td>Authors:</td><td>hampton, keith n.</td></tr><tr><td>Title:</td><td>a restricted multiple generator approach to enumerate personal support networks: an alternative to global important matters and satisficing in web surveys</td></tr><tr><td>Source:</td><td>social networks, 68, 48-59</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.04.006	0.9224	-0.3184	5	11	4	0.6048	2022	4	0.6048
1256	andersson (2021)	"<table><tr><td>Authors:</td><td>andersson, anton b.</td></tr><tr><td>Title:</td><td>social capital and leaving the nest: channels and housing tenures</td></tr><tr><td>Source:</td><td>social networks, 65, 8-18</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.10.002	0.9441	0.512	3	2	4	0.3742	2021	4	0.3742
1258	stark (2021)	"<table><tr><td>Authors:</td><td>stark, tobias h.; stocke, volker</td></tr><tr><td>Title:</td><td>predicting data quality of proxy reports in egocentric network studies</td></tr><tr><td>Source:</td><td>social networks, 66, 38-49</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.01.007	0.5997	-0.3258	11	16	4	0.3742	2021	4	0.3742
1259	toepfer (2021)	"<table><tr><td>Authors:</td><td>toepfer, tom; hollstein, betina</td></tr><tr><td>Title:</td><td>order of recall and meaning of closeness in collecting affective network data</td></tr><tr><td>Source:</td><td>social networks, 65, 124-140</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.12.006	0.8799	-0.4967	5	16	4	0.3742	2021	4	0.3742
1260	kuo (2021)	"<table><tr><td>Authors:</td><td>kuo, hui-ju; fu, yang-chih</td></tr><tr><td>Title:</td><td>spatial effects on individual social capital: differentiating the constraints of local occupational structures</td></tr><tr><td>Source:</td><td>social networks, 64, 194-211</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.09.003	0.8511	0.4182	3	6	4	0.3742	2021	4	0.3742
1261	quinn (2021)	"<table><tr><td>Authors:</td><td>quinn, ryan w.; baker, wayne e.</td></tr><tr><td>Title:</td><td>positive emotions, instrumental resources, and organizational network evolution: theorizing via simulation research</td></tr><tr><td>Source:</td><td>social networks, 64, 212-224</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.08.007	0.1631	0.1255	4	2	4	0.3742	2021	4	0.3742
1262	jones (2020)	"<table><tr><td>Authors:</td><td>jones, pete; quinn, eithne; koskinen, johan</td></tr><tr><td>Title:</td><td>measuring centrality in film narratives using dynamic character interaction networks</td></tr><tr><td>Source:</td><td>social networks, 63, 21-37</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.03.003	-0.5527	0.3116	7	5	4	0.2322	2020	4	0.2322
1263	lee (2020)	"<table><tr><td>Authors:</td><td>lee, francis; butts, carter t.</td></tr><tr><td>Title:</td><td>incorporating structural stigma into network analysis</td></tr><tr><td>Source:</td><td>social networks, 63, 91-99</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.05.005	0.3547	0.2046	14	4	4	0.2322	2020	4	0.2322
1265	hsiao (2019)	"<table><tr><td>Authors:</td><td>hsiao, yuan; cheng, ching-ling; chiu, ya-wen</td></tr><tr><td>Title:</td><td>gender network dynamics in prosocial and aggressive behavior of early adolescents</td></tr><tr><td>Source:</td><td>social networks, 58, 12-23</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.01.002	-0.012	1.2573	4	1	4	0.27	2019	4	0.27
1267	metzler (2019)	"<table><tr><td>Authors:</td><td>metzler, saskia; guennemann, stephan; miettinen, pauli</td></tr><tr><td>Title:</td><td>stability and dynamics of communities on online question-answer sites</td></tr><tr><td>Source:</td><td>social networks, 58, 50-58</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.12.004	0.5491	-0.0507	12	4	4	0.27	2019	4	0.27
1268	takacs (2018)	"<table><tr><td>Authors:</td><td>takacs, karoly; bravo, giangiacomo; squazzoni, flaminio</td></tr><tr><td>Title:</td><td>referrals and information flow in networks increase discrimination: a laboratory experiment</td></tr><tr><td>Source:</td><td>social networks, 54, 254-265</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.03.005	0.5656	0.3338	3	8	4	0.1718	2018	4	0.1718
1269	bruggeman (2018)	"<table><tr><td>Authors:</td><td>bruggeman, jeroen</td></tr><tr><td>Title:</td><td>consensus, cohesion and connectivity</td></tr><tr><td>Source:</td><td>social networks, 52, 115-119</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.06.001	0.477	0.0397	17	4	4	0.1718	2018	4	0.1718
1270	ishiguro (2018)	"<table><tr><td>Authors:</td><td>ishiguro, itaru</td></tr><tr><td>Title:</td><td>changes in core network size in japan: comparisons between the 1990s and 2010s</td></tr><tr><td>Source:</td><td>social networks, 52, 270-281</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.09.005	0.987	-0.1296	12	9	4	0.1718	2018	4	0.1718
1271	morselli (2017b)	"<table><tr><td>Authors:</td><td>morselli, carlo; boivin, remi</td></tr><tr><td>Title:</td><td>introduction to the special issue on crime and networks</td></tr><tr><td>Source:</td><td>social networks, 51, 1-2</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.08.005	-0.5744	0.2357	8	2	4	0.151	2017	4	0.151
1272	pecora (2017)	"<table><tr><td>Authors:</td><td>pecora, nicola; spelta, alessandro</td></tr><tr><td>Title:</td><td>a multi-way analysis of international bilateral claims</td></tr><tr><td>Source:</td><td>social networks, 49, 81-92</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.12.004	-1.1246	0.6447	20	2	4	0.151	2017	4	0.151
1273	nasini (2017)	"<table><tr><td>Authors:</td><td>nasini, stefano; martinez-de-albeniz, victor; dehdarirad, tahereh</td></tr><tr><td>Title:</td><td>conditionally exponential random models for individual properties and network structures: method and application</td></tr><tr><td>Source:</td><td>social networks, 48, 202-212</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.09.001	-0.3443	0.7476	10	6	4	0.151	2017	4	0.151
1274	tutic (2015)	"<table><tr><td>Authors:</td><td>tutic, andreas; wiese, harald</td></tr><tr><td>Title:</td><td>reconstructing granovetter's network theory</td></tr><tr><td>Source:</td><td>social networks, 43, 136-148</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.05.002	-0.3992	0.0429	23	6	4	0.1019	2015	4	0.1019
1276	mcbride (2013)	"<table><tr><td>Authors:</td><td>mcbride, michael; caldara, michael</td></tr><tr><td>Title:</td><td>the efficacy of tables versus graphs in disrupting dark networks: an experimental study</td></tr><tr><td>Source:</td><td>social networks, 35(3), 406-422</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.04.008	0.2078	-0.6656	25	1	4	0.0772	2013	4	0.0772
1277	willer (2012)	"<table><tr><td>Authors:</td><td>willer, david; van assen, marcel a. l. m.; emanuelson, pamela</td></tr><tr><td>Title:</td><td>analyzing large scale exchange networks</td></tr><tr><td>Source:</td><td>social networks, 34(2), 171-180</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.11.001	-0.6545	0.7519	20	7	4	0.0727	2012	4	0.0727
1278	chiang (2011)	"<table><tr><td>Authors:</td><td>chiang, yen-sheng</td></tr><tr><td>Title:</td><td>judgment of distributional inequality in networks</td></tr><tr><td>Source:</td><td>social networks, 33(4), 342-349</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.10.004	0.649	0.4505	3	3	4	0.0941	2011	4	0.0941
1280	friedkin (2011)	"<table><tr><td>Authors:</td><td>friedkin, noah e.</td></tr><tr><td>Title:</td><td>spine segments in small world networks</td></tr><tr><td>Source:</td><td>social networks, 33(1), 88-97</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.11.004	-0.3672	0.1388	6	2	4	0.0941	2011	4	0.0941
1281	van de rijt (2008)	"<table><tr><td>Authors:</td><td>van de rijt, arnout; van assen, marcel</td></tr><tr><td>Title:</td><td>theories of network exchange: anomalies, desirable properties, and critical networks</td></tr><tr><td>Source:</td><td>social networks, 30(3), 259-271</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.04.001	-0.7706	0.7947	20	8	4	0.0449	2008	4	0.0449
1282	xie (2008a)	"<table><tr><td>Authors:</td><td>xie, fengjie; cui, wentian</td></tr><tr><td>Title:</td><td>cost range and the stable network structures</td></tr><tr><td>Source:</td><td>social networks, 30(1), 100-101</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2007.07.002	-0.5618	-0.94	1	4	4	0.0449	2008	4	0.0449
1284	sozanski (2006)	"<table><tr><td>Authors:</td><td>sozanski, tadeusz</td></tr><tr><td>Title:</td><td>on the core of characteristic function games associated with exchange networks</td></tr><tr><td>Source:</td><td>social networks, 28(4), 397-426</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.08.001	-0.8814	0.7917	20	6	4	0.0383	2006	4	0.0383
1285	marsden (2006)	"<table><tr><td>Authors:</td><td>marsden, peter v.</td></tr><tr><td>Title:</td><td>generalized blockmodeling</td></tr><tr><td>Source:</td><td>social networks, 28(3), 275-282</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2006.02.001	-0.8669	-0.5597	1	3	4	0.0383	2006	4	0.0383
1286	mccue (2002)	"<table><tr><td>Authors:</td><td>mccue, b</td></tr><tr><td>Title:</td><td>another view of the ""small world""</td></tr><tr><td>Source:</td><td>social networks, 24(2), 121-133</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1016/s0378-8733(01)00053-3	1.2048	-0.5039	12	1	4	0.0577	2002	4	0.0577
1287	jansson (1999)	"<table><tr><td>Authors:</td><td>jansson, i</td></tr><tr><td>Title:</td><td>popularity structure in friendship networks</td></tr><tr><td>Source:</td><td>social networks, 21(4), 339-359</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"		-1.2202	-0.2947	23	5	4	0.0309	1999	4	0.0309
1288	iacobucci (1994)	"<table><tr><td>Authors:</td><td>iacobucci, d; hopkins, n</td></tr><tr><td>Title:</td><td>detection of experimental effects in social network analysis</td></tr><tr><td>Source:</td><td>social networks, 16(1), 1-41</td></tr><tr><td>Year:</td><td>1994</td></tr></table>"	https://doi.org/10.1016/0378-8733(94)90009-4	-0.6334	-0.4171	21	6	4	0.1261	1994	4	0.1261
1290	yi (1986)	"<table><tr><td>Authors:</td><td>yi, ek</td></tr><tr><td>Title:</td><td>implications of conjugal role segregation for extrafamilial relationships - a network model</td></tr><tr><td>Source:</td><td>social networks, 8(2), 119-147</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	https://doi.org/10.1016/s0378-8733(86)80001-6	-0.3651	-0.6908	21	3	4	0.0557	1986	4	0.0557
